,key_value,label,ontology_mapping
476,"{'analyte type': 'RNA', 'biospecimen repository': 'NHGRI_Sarcoma_PrecisionCancerMedicine', 'biospecimen repository sample id': 'MCTP_SI_6664', 'body site': 'Liver', 'gap_accession': 'phs000673', 'gap_consent_code': '1', 'gap_consent_short_name': 'GRU', 'gap_sample_id': '1207535', 'gap_subject_id': '942231', 'histological type': 'Breast Cancer', 'is tumor': 'Yes', 'molecular data type': 'RNA Seq (NGS)', 'sex': 'female', 'study design': 'Case Set', 'study disease': 'Neoplasms', 'study name': 'University of Michigan Clinical Sequencing Exploratory Research (CSER)', 'subject is affected': 'Yes', 'submitted sample id': 'MCTP_SI_6664', 'submitted subject id': '4', 'submitter handle': 'NHGRI_Sarcoma_PrecisionCancerMedicine'}",tissue,"['UBERON:0003100', 'EFO:0000616', 'EFO:0000311', 'DOID:1612', 'EFO:0000408', 'DOID:162', 'DOID:14566', 'UBERON:0002107']"
477,"{'biomaterial_provider': 'Cell Line from UNC Tissue Culture Facility', 'catolog number': 'L-017263-00-0005', 'cell line': 'HepG2', 'cell type': 'hepatocellular carcinoma', 'sirna vendor': 'Dharmacon', 'source_name': 'HepG2_Arid1a_siRNA'}",cell_line,"['EFO:0001187', 'DOID:684', 'UBERON:0003101', 'EFO:0006858', 'CVCL:0027', 'EFO:0003769', 'EFO:0001421', 'EFO:0000322', 'EFO:0000182', 'EFO:0000311', 'EFO:0000313', 'DOID:4', 'EFO:0003156', 'DOID:305', 'EFO:0000408', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'UBERON:0002107']"
478,"{'cell type': 'mixture of multiple cell lines', 'source_name': 'Original Agilent Human Universal Reference RNA'}",cell_line,"['EFO:0000322', 'CL:0000010']"
479,"{'cell line': 'HCC364', 'source_name': 'HCC364 cells, infected with shRNA against YAP1 & treated with Trametinib', 'tissue': 'Lung adenocarcinoma', 'treatment': 'infected with shRNA against YAP1 & treated with Trametinib'}",cell_line,"['EFO:0000684', 'EFO:0006858', 'EFO:0000228', 'EFO:0000408', 'EFO:0000571', 'DOID:299', 'EFO:0000727', 'EFO:0000311', 'EFO:0000313', 'EFO:0003818', 'EFO:0006420', 'EFO:0001071', 'DOID:3910', 'CVCL:5134', 'EFO:0003060', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000322']"
480,"{'cell type': 'Beta', 'donor id': 'CITH053', 'source_name': 'FACS-sorted pancreatic islet', 'tissue': 'pancreatic islets'}",primary_cells,"['UBERON:0000006', 'CVCL:R799', 'CL:0000010']"
481,"{'source_name': 'GBM Sample', 'tissue': 'brain', 'tumor stage': 'Glioma Grade IV'}",tissue,"['DOID:3070', 'EFO:0000272', 'EFO:0000616', 'DOID:3068', 'EFO:0000311', 'EFO:0000326', 'UBERON:0000955', 'EFO:0000408', 'EFO:0005543', 'DOID:14566', 'EFO:0000519']"
482,"{'cycloheximide': '0.1 mg/mL cycloheximide', 'sample type': 'ribosome footprint', 'source_name': 'MM1.S myeloma cell line', 'time point': '9h'}",cell_line,"['EFO:0001378', 'EFO:0000616', 'EFO:0000311', 'EFO:0001642', 'EFO:0005803', 'EFO:0002427', 'EFO:0000408', 'EFO:0000540', 'DOID:14566', 'DOID:0070004', 'CL:0000010', 'EFO:0000322']"
483,"{'BioSampleModel': 'Human', 'age': '0', 'biomaterial_provider': '0', 'isolate': 'HMEC-1 cells', 'sex': 'not applicable', 'tissue': 'Not applicable'}",cell_line,['EFO:0001188']
484,"{'cell line': 'MCF7', 'passage': '7', 'sirna': 'ON-TARGETplus Non-Targeting siRNA against GATA3', 'source_name': 'Human breast adenocarcinoma cell-line MCF7', 'treatment': 'GATA3 KD'}",cell_line,"['EFO:0006858', 'EFO:0000727', 'UBERON:0000310', 'DOID:3458', 'EFO:0001203', 'EFO:0005215', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0000228', 'EFO:0000304', 'EFO:0000305', 'CVCL:0031', 'EFO:0000322', 'CL:0000010', 'EFO:0000616', 'DOID:4', 'EFO:0000408', 'EFO:0001272', 'EFO:0000311', 'EFO:0000313', 'EFO:0003156', 'UBERON:0007023', 'UBERON:0001911', 'DOID:14566', 'DOID:299']"
485,"{'cell line': 'T47D', 'cell type': 'breast cancer', 'source_name': 'breast cancer cell line', 'subtype': 'Luminal'}",cell_line,"['UBERON:0000175', 'UBERON:0003100', 'DOID:14566', 'EFO:0000616', 'DOID:162', 'EFO:0000311', 'DOID:1612', 'DOID:4', 'EFO:0002885', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0001911', 'EFO:0000430', 'EFO:0001272', 'CVCL:0553', 'EFO:0000322', 'CL:0000010', 'EFO:0001247']"
486,"{'BioSampleModel': 'Human', 'age': '30', 'biomaterial_provider': 'Coriell', 'cell_line': 'WTC', 'isolate': 'GM25256', 'sex': 'male', 'sgRNA': 'none', 'tissue': 'iPSC', 'treatment': 'doxycycline'}",induced_pluripotent_stem_cells,"['UBERON:0003101', 'EFO:0000322', 'EFO:0000727', 'CL:0002248', 'CL:0002371', 'CL:0000723', 'CL:0000034', 'EFO:0004905', 'CL:0000010']"
487,"{'BioSampleModel': 'Human', 'age': 'not applicable', 'biomaterial_provider': 'not applicable', 'cell_line': 'H1', 'cell_subtype': 'human embryonic stem cells', 'isolate': 'not applicable', 'sex': 'not applicable', 'tissue': 'retinal pigment epithelial', 'treatement_time': '40 days', 'treatment': 'induced by three-dimensional cultures methods'}",in_vitro_differentiated_cells,"['UBERON:0001782', 'EFO:0000322', 'EFO:0000727', 'CL:0000034', 'CL:0002322', 'CL:0000010']"
488,"{'BioSampleModel': 'Human', 'age': '49', 'biomaterial_provider': 'Department of Oncology Surgery,Shantou Central Hospital,Affi liated Shantou Hospital of Sun Yat-sen University , Shantou 515041, Guangdong , China', 'cell_type': '22', 'isolate': 'esophageal squamous cell carcinoma', 'sex': 'male', 'tissue': 'esophagus'}",tissue,"['UBERON:0003101', 'UBERON:0001043', 'EFO:0005922']"
489,"{'cell line': 'HCT116', 'genotype': 'GFP', 'source_name': 'HCT116', 'tissue': 'Colorectal cancer cell line'}",cell_line,"['UBERON:0003101', 'EFO:0001639', 'EFO:0000408', 'UBERON:0001155', 'EFO:0000322', 'EFO:0000311', 'EFO:0000616', 'DOID:9256', 'EFO:0005842', 'EFO:0000313', 'DOID:4', 'EFO:0007330', 'UBERON:0007023', 'DOID:305', 'EFO:0002824', 'DOID:162', 'DOID:14566', 'CVCL:0291', 'CL:0000010', 'EFO:0001272']"
490,"{'cell type': 'GFP negative neural retina cells', 'day post induction': 'Day 90', 'source_name': 'hES derived neural retina'}",in_vitro_differentiated_cells,"['UBERON:0003902', 'CL:0009004', 'UBERON:0000966']"
491,"{'BioSampleModel': 'Human', 'age': 'adult', 'biomaterial_provider': 'Research Blood Components LLC (Boston, MA)', 'hours': '24', 'isolate': '1', 'sex': 'Male', 'tissue': 'PBMCs'}",primary_cells,"['UBERON:0003101', 'UBERON:0007023', 'EFO:0001272']"
492,"{'purification method': 'PureSperm cushion', 'source_name': 'Fertile mature sperm', 'storage method': 'Liquefied storage'}",primary_cells,"['UBERON:0001968', 'CL:0000019']"
493,"{'cell type': 'lymphoblastic cell line', 'source_name': 'Lymphoblastoid cell lines'}",cell_line,['EFO:0005292']
494,"{'barcode': 'TCAAGT', 'cell line': 'HEK293', 'genotype/variation': 'UPF1/XRN1 depletion', 'reporter gene': 'b-globin PTC39 reporter expressed from Flp-In locus', 'source_name': 'HEK293 b-39 (Flp-In T-Rex) cells'}",cell_line,"['CVCL:0045', 'EFO:0000322', 'UBERON:0002113', 'EFO:0001182', 'CL:0000010']"
495,"{'cell line': 'HeLa', 'source_name': 'HeLa cell', 'transfected construct': 'miR-494'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'EFO:0000726', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'DOID:299', 'CL:0000010', 'EFO:0000322']"
496,"{'purification': 'oligo(dT)', 'source_name': 'HEK293 cell culture', 'treatment': 'no treatment (mRNA)'}",cell_line,['EFO:0000727']
497,"{'average insert size': '200 bp', 'biomaterial_provider': 'Coriell Cell Repositories http', 'cell line': 'GM17207', 'cell type': 'B-lymphocyte cell line', 'source_name': 'Coriell Institute'}",cell_line,"['CL:0000738', 'EFO:0000322', 'CL:0000236', 'CVCL:7296', 'CL:0000542', 'CL:0000988', 'CL:0000945', 'CL:0000010']"
498,"{'cell type': 'ESC', 'source_name': 'embryonic stem cells'}",stem_cells,"['CL:0002322', 'CL:0000034']"
499,"{'cell line': 'HCCLM3', 'cell type': 'Hepatocellular Carcinomar', 'organ-tropism': 'higher metastasis ability specific to lung', 'source_name': 'Human Hepatocellular Carcinomar cell line'}",cell_line,"['EFO:0006858', 'UBERON:0000170', 'EFO:0003769', 'EFO:0001421', 'EFO:0000322', 'EFO:0000182', 'EFO:0000311', 'EFO:0000313', 'UBERON:0000062', 'DOID:684', 'DOID:305', 'UBERON:0002048', 'CVCL:6832', 'DOID:14566', 'EFO:0000616', 'CL:0000010', 'EFO:0000408']"
500,"{'cell line': 'Ch-CRPC', 'induction': 'shGATA2b', 'source_name': 'DU145-DR'}",cell_line,"['EFO:0000322', 'CL:0000010']"
501,"{'biomaterial provider': 'Coriell Cell Repositories http', 'coriell cell line repository identifier': 'GM12815', 'source_name': 'lymphoblastoid cell line'}",cell_line,['EFO:0005292']
502,"{'developmental stage': '2PN zygote', 'predicted viability': 'bad', 'source_name': 'Human zygote (2PN)', 'tissue type': 'embryo'}",primary_cells,"['CL:0000365', 'UBERON:0000106', 'UBERON:0000922']"
503,"{'disease state': 'Control', 'source_name': 'postmortem brain', 'tissue': 'dorsolateral prefrontal cortex'}",tissue,"['UBERON:0000955', 'EFO:0003534', 'UBERON:0009834']"
504,"{'cell type': 'HeLa Tet-inducible INTS11 shRNA cell clone', 'source_name': 'HeLa cell line', 'treatment': 'control'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
505,"{'cell line': 'LCL', 'cell type': 'EBV positive B-cell', 'source_name': 'LCL_EBNA1 shRNA_RNA-seq', 'transduced with': 'shEBNA1 lentivirus'}",cell_line,"['CL:0000738', 'EFO:0000322', 'CL:0000236', 'CL:0000542', 'CL:0000988', 'CL:0000945', 'CL:0000010']"
506,"{'cell type': 'Endometrial stromal cells', 'patient': '1', 'phenotype': 'PER2 knockdown (PER2 siRNA)', 'source_name': 'Endometrial stromal cells'}",cell_line,"['CL:0000499', 'UBERON:0002337']"
507,"{'organism': 'human', 'source_name': 'Prefrontal Cortex', 'tissue': 'Prefrontal Cortex'}",tissue,"['EFO:0003534', 'UBERON:0000451']"
508,"{'cell line': 'MCF-10A', 'cell type': 'Epithelial cell', 'overexpression': 'AURKA', 'source_name': 'MCF-10A cells', 'tissue': 'Breast'}",cell_line,"['DOID:4', 'UBERON:0003100', 'EFO:0000322', 'UBERON:0000310', 'EFO:0003156', 'EFO:0001200', 'EFO:0000408', 'UBERON:0001911', 'CVCL:0598', 'CL:0000066', 'CL:0000010']"
509,"{'cell line': 'HeLa', 'data type': 'Degradome', 'rnai treatment': 'xrn-1', 'source_name': 'HeLa cell'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'EFO:0000727', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
510,"{'analyte type': 'total RNA', 'biospecimen repository': 'NIA', 'biospecimen repository sample id': 'AD1', 'body site': 'Posterior cingulate cortex', 'gap_accession': 'phs000745', 'gap_consent_code': '1', 'gap_consent_short_name': 'GRU', 'gap_sample_id': '1265608', 'gap_subject_id': '983516', 'histological type': 'astrocyte', 'molecular data type': 'RNA Seq (NGS)', 'sex': 'female', 'study design': 'Case-Control', 'study disease': 'Alzheimer Disease', 'study name': ""RNAseq analysis of posterior cingulate astrocytes in Alzheimer's disease"", 'subject is affected': 'Yes', 'submitted sample id': 'AD1', 'submitted subject id': 'AD1', 'submitter handle': 'NIA'}",primary_cells,"['UBERON:0003027', 'CL:0000127', 'CL:0000125', 'UBERON:0022353', 'EFO:0003534', 'UBERON:0003100']"
511,"{'cell type': 'human colon cancer cell', 'serum': 'starved', 'source_name': 'Colon cancer cell line', 'strain': 'HCT116', 'targeted by': 'scramble shRNA', 'treatment': 'DMSO for 1 hour'}",cell_line,"['UBERON:0001977', 'EFO:0001639', 'EFO:0005842', 'EFO:0000616', 'EFO:0000727', 'EFO:0000311', 'DOID:219', 'EFO:0007330', 'EFO:0000408', 'DOID:162', 'DOID:14566', 'EFO:0004288']"
512,"{'barcode': 'TGACCA', 'cell type': 'Choriocarcinoma trophoblast', 'source_name': 'BeWo trophoblast cells', 'status': 'exposed to 8-bromo-cAMP', 'treatment': 'OVOL1 shRNA'}",in_vitro_differentiated_cells,"['EFO:0007441', 'EFO:0000727', 'DOID:3594', 'EFO:0000616', 'UBERON:0000088', 'EFO:0000311', 'CL:0000349', 'EFO:0000512', 'EFO:0002893', 'CL:0000351', 'DOID:14566', 'EFO:0000795', 'EFO:0000408']"
513,"{'cell culture condition': '80nM PMA for 72h', 'cell line': 'THP1 monocytic cells', 'lentivirus-introduced modification': 'Stably transduced with shRNA to SREBF1', 'source_name': 'THP1 cell line'}",cell_line,"['DOID:8864', 'UBERON:0003101', 'EFO:0000322', 'EFO:0001355', 'EFO:0000221', 'UBERON:0000178', 'DOID:4', 'CVCL:0006', 'EFO:0000408', 'CL:0000576', 'EFO:0001253', 'CL:0000010']"
514,"{'cell subtype': 'CD1c+ myleoid dendirtic cells (mDC)', 'cell type': 'Dendritic cell', 'donor id': 'Donor 36', 'group': 'Healthy controls', 'source_name': 'Blood derived APC_CD1c+ mDC', 'tissue': 'Blood'}",primary_cells,"['CL:0000738', 'CL:0000782', 'UBERON:0000178', 'CL:0000145', 'CL:0000451', 'CL:0000988']"
515,"{'diagnosis': 'adenocarcinoma', 'source_name': 'cervical cancer', 'tissue': 'tumor'}",tissue,"['EFO:0006858', 'EFO:0000228', 'DOID:299', 'EFO:0000311', 'EFO:0000313', 'DOID:4362', 'EFO:0000408', 'DOID:162', 'DOID:14566', 'EFO:0000616']"
516,"{'cell line': 'JEKO-1', 'genotype': 'parental', 'source_name': 'MCL cell line', 'treatment': 'control'}",cell_line,"['UBERON:0003100', 'EFO:0003971', 'EFO:0000408', 'EFO:0000322', 'DOID:0050746', 'UBERON:0000178', 'DOID:4', 'CVCL:1865', 'CL:0000010', 'EFO:0000574', 'EFO:0005387', 'DOID:0060058']"
517,"{'cell line': 'stable adriamycin-resistant  cell line  variant (K562/ADM)', 'source_name': 'K562/ADM cell line'}",cell_line,"['EFO:0000322', 'CVCL:3827', 'CL:0000010']"
518,"{'cell_type': 'MCF7', 'sex': 'female'}",cell_line,"['EFO:0003156', 'UBERON:0000175', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0031', 'DOID:299', 'EFO:0001203', 'UBERON:0000310', 'DOID:4', 'UBERON:0007023', 'EFO:0000408', 'UBERON:0001911', 'CL:0000010', 'EFO:0001272']"
519,"{'source_name': 'donor1', 'tissue': 'retina'}",tissue,['UBERON:0000966']
520,"{'cell type': 'early promyelocytes', 'source_name': 'Bone marrow, early promyelocytes', 'tissue': 'Bone Marrow, Iliac Crest'}",primary_cells,"['CL:0002191', 'UBERON:0014437', 'UBERON:0002371', 'CL:0002031', 'EFO:0001929', 'CL:0000839', 'CL:0002154', 'CL:0000988', 'CL:0000836']"
521,"{'BioSampleModel': 'Human', 'age': 'embryonic', 'biomaterial_provider': 'ATCC', 'cell_line': '293L', 'cell_type': 'HEK', 'isolate': '293L cell line + KSHV', 'sex': 'not determined', 'tissue': 'HEK'}",cell_line,"['CVCL:M775', 'EFO:0000322', 'EFO:0002612', 'CL:0000010', 'CVCL:M624']"
522,"{'knockdown': 'None', 'knockout': 'None', 'source_name': 'human_input', 'tissue/cell line': 'Hek293', 'treatment': 'input'}",cell_line,"['EFO:0001182', 'CVCL:0045', 'EFO:0000322', 'EFO:0000727', 'UBERON:0002113', 'CL:0000010']"
523,"{'age': '1', 'cell_type': 'embryonic stem cells derived human intestinal organoids', 'growth condition': 'CHIR99021/FGF4-enriched media', 'isolate': 'not applicable', 'organism': 'Homo sapiens'}",in_vitro_differentiated_cells,"['CL:0002322', 'CL:0000034', 'CL:0000010']"
524,"{'prognosis': 'UNCLEAR', 'source_name': 'NF', 'stromal signature': 'NF signature', 'tissue': 'Soft Tissue', 'tissue archive method': 'FFPE'}",tissue,[]
525,"{'cell type': 'mural granulosa cells', 'etiology of infertility': 'male factor', 'source_name': 'mural granulosa cells', 'stimulation protocol': 'GnRH antagonist, rFSH, hCG'}",primary_cells,"['CL:0000501', 'DOID:5223', 'EFO:0000512', 'EFO:0000408', 'EFO:0000545']"
526,"{'cell type': 'RNA extracted from B Lymphoblastoid cell lines established by Epstein-Barr Virus, with equimolar concentrations of ERCC spike-in standards at 5 % of total RNA', 'source_name': 'RNA extracted from B Lymphoblastoid cell lines established by Epstein-Barr Virus, with equimolar concentrations of ERCC spike-in standards at 5 % of total RNA'}",cell_line,['EFO:0005292']
527,"{'cell line': 'C-33A', 'source_name': 'Cervix', 'treatment': 'HPV1 E2'}",cell_line,"['EFO:0003156', 'UBERON:0003100', 'CVCL:1094', 'DOID:768', 'EFO:0000322', 'EFO:0000727', 'DOID:305', 'EFO:0000313', 'DOID:4', 'UBERON:0007023', 'EFO:0002120', 'EFO:0000408', 'UBERON:0000002', 'CL:0000010', 'EFO:0001272']"
528,"{'BioSampleModel': 'Human', 'age': 'not applicable', 'biomaterial_provider': 'not collected', 'cell_line': 'SW480', 'isolate': 'RNeasy Mini Kit', 'sex': 'not applicable', 'tissue': 'Colon Cell Line'}",cell_line,"['EFO:0000365', 'UBERON:0003101', 'DOID:0050861', 'UBERON:0001155', 'EFO:0000322', 'DOID:4', 'EFO:0003156', 'EFO:0000408', 'CVCL:0546', 'EFO:0002083', 'CL:0000010']"
529,"{'batch': '2', 'cell type': 'iPSC (GM8330-8)-derived NPC', 'passages': '7', 'shRNA target gene and trc accession': 'CHD8 (TRCN0000016511)', 'source_name': 'human NPCs'}",in_vitro_differentiated_cells,"['CL:0000034', 'CL:0002248', 'CL:0002371', 'CL:0000723', 'EFO:0004905', 'CL:0000010']"
530,"{'cell line': 'HepG2', 'source_name': 'HepG2_treated_BMP6'}",cell_line,"['EFO:0001187', 'CVCL:0027', 'UBERON:0003101', 'DOID:684', 'EFO:0000182', 'DOID:4', 'EFO:0003156', 'EFO:0000408', 'EFO:0000322', 'CL:0000010', 'UBERON:0002107']"
531,"{'source_name': 'Metastatic melanoma to skin, formalin-fixed paraffin embedded', 'tissue': 'metastatic melanoma to skin'}",tissue,"['UBERON:0000014', 'EFO:0002617', 'EFO:0000962']"
532,"{'cell type': 'iPSC-derived neural progenitors', 'donor id': '03-04', 'number of days in vitro in terminal differentiation conditions': '31', 'source_name': 'iPSC-derived neural progenitors, day 31, non-ASD'}",in_vitro_differentiated_cells,"['CL:0000034', 'CL:0002248', 'UBERON:0002924', 'CL:0002371', 'CL:0000723', 'EFO:0004905']"
533,"{'chip antibody': 'NA', 'genotype': 'NA', 'source_name': 'RAMOS', 'tissue': ""Burkitt's lymphoma cell line""}",cell_line,"['EFO:0000322', 'EFO:0000309', 'CL:0000010']"
534,"{'gender': 'female', 'organ': 'endometrium', 'sample donor': 'donor No.2', 'source_name': 'endometrial tumor', 'tissue': 'endometrial tumor'}",tissue,"['UBERON:0003100', 'EFO:0000616', 'UBERON:0000062', 'EFO:0000408', 'UBERON:0001295', 'DOID:14566']"
535,"{'cell type': 'skin epithelial cells', 'genotype': 'WT', 'source_name': 'skin biopsy of eye lids'}",in_vitro_differentiated_cells,"['UBERON:0000014', 'EFO:0000962', 'CL:0000066', 'UBERON:0001711', 'UBERON:0000970']"
536,"{'cell cycle phase': 'S-phase', 'cell_line': 'Hela', 'replicate': '2', 'sample_type': 'ribosome footprint'}",cell_line,"['EFO:0001185', 'UBERON:0003100', 'EFO:0000228', 'CVCL:0030', 'DOID:299', 'DOID:4', 'EFO:0000408', 'EFO:0003150', 'UBERON:0000002', 'EFO:0000322', 'CL:0000010']"
537,"{'activation stimuli': 'TNFa+PGE2+P3C', 'cell type': 'monocyte derived macrophages', 'date': 'Date 4', 'donor': 'Donor 10', 'initial differentiation': 'GM-CSF', 'source_name': 'peripheral blood', 'time': '72h'}",in_vitro_differentiated_cells,"['CL:0000738', 'CL:0000766', 'UBERON:0000178', 'CL:0000235', 'CL:0000988', 'UBERON:0001359']"
538,"{'cell line': 'Calu-3', 'cell type': 'lung adenocarcinoma', 'source_name': 'Lung adenocarcinoma cells_knockdown_control', 'treatment- reagent': 'Silencer select negative control siRNA #2 (Ambion)'}",cell_line,"['EFO:0006858', 'EFO:0000727', 'EFO:0001071', 'EFO:0000571', 'UBERON:0000175', 'EFO:0000684', 'EFO:0000228', 'DOID:299', 'CVCL:0609', 'EFO:0003060', 'EFO:0002819', 'CL:0000010', 'EFO:0000616', 'UBERON:0003101', 'DOID:4', 'EFO:0000408', 'EFO:0000311', 'EFO:0000313', 'EFO:0003818', 'EFO:0003156', 'DOID:3910', 'DOID:14566', 'CL:0000066', 'EFO:0000322']"
539,"{'cell line': '293S', 'source_name': '293S cell line'}",cell_line,"['CVCL:A784', 'EFO:0000322', 'CL:0000010']"
540,"{'cell type': 'monocyte-derived macrophages', 'donor identifier': '8', 'source_name': 'macrophages, mock', 'treatment': 'mock'}",primary_cells,"['CL:0000738', 'EFO:0000727', 'CL:0000235', 'CL:0000988', 'CL:0000766']"
541,"{'cell type': 'Primary blood-specific endothelial cells', 'passage': '7 to 12', 'source_name': 'neonatal dermal microvasculature'}",cell_line,"['UBERON:0002067', 'EFO:0001372', 'CL:0000010', 'CL:0000115', 'UBERON:0000178']"
542,"{'cell line': 'Hermes 3A', 'cell type': 'melanocyte', 'source_name': 'Hermes 3A'}",cell_line,"['CL:0000148', 'EFO:0000322', 'CL:0000010']"
543,"{'cell line': 'A549', 'cell type': 'Non-small-cell lung cancer (NSCLC) cells', 'genotype': 'Wild type', 'group_tag': 'Control', 'source_name': 'Lung cells'}",cell_line,"['EFO:0003156', 'UBERON:0003101', 'EFO:0000684', 'EFO:0006858', 'UBERON:0000170', 'EFO:0000616', 'EFO:0000311', 'EFO:0000313', 'EFO:0003818', 'DOID:4', 'EFO:0001071', 'DOID:305', 'UBERON:0002048', 'EFO:0001086', 'CVCL:0023', 'EFO:0003060', 'DOID:3908', 'DOID:14566', 'EFO:0000322', 'CL:0000010', 'EFO:0000408']"
544,"{'age': '63', 'cell type': 'follicular lymphoma', 'gender': 'female', 'previously treated for nhl': 'no', 'source_name': 'CD19+ B cells', 'tissue': 'LN', 'tumor': 'FL1-2'}",primary_cells,"['EFO:0000096', 'UBERON:0003100', 'CL:0000542', 'CL:0000988', 'EFO:0000616', 'EFO:0000311', 'EFO:0001642', 'CL:0000236', 'CL:0000738', 'EFO:0000408', 'EFO:0005952', 'DOID:0050873', 'EFO:0000540', 'EFO:0000574', 'DOID:14566', 'CL:0000945', 'DOID:0060058']"
545,"{'cell_line': 'A549', 'label': 'A549 BF211'}",cell_line,"['EFO:0003156', 'UBERON:0003101', 'EFO:0000322', 'EFO:0000313', 'DOID:4', 'DOID:305', 'UBERON:0002048', 'EFO:0001086', 'CVCL:0023', 'CL:0000010', 'EFO:0000408']"
546,"{'sex': 'female', 'source_name': 'liver', 'tissue': 'liver'}",tissue,"['UBERON:0003100', 'UBERON:0002107']"
